"STATISTIC","Statistic","TLIST(A1)","Year","C02076V02508","Age","C02447V03042","School Programme","UNIT","VALUE"
"EDA42","Primary Pupils","2005","2005","010","10 years","118","6th class","Number","407"
"EDA42","Primary Pupils","2005","2005","010","10 years","121","Pupils with special needs in mainstream national schools","Number","1203"
"EDA42","Primary Pupils","2005","2005","010","10 years","122","Pupils in special national schools","Number","450"
"EDA42","Primary Pupils","2005","2005","010","10 years","130","Pupils in private primary schools","Number","818"
"EDA42","Primary Pupils","2005","2005","011","11 years","1","All first level school programmes","Number","53848"
"EDA42","Primary Pupils","2005","2005","011","11 years","11","All mainstream national school programmes","Number","51320"
"EDA42","Primary Pupils","2005","2005","011","11 years","110","All first level education institutions aided by the Department of Education and Skills","Number","52989"
"EDA42","Primary Pupils","2005","2005","011","11 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2005","2005","011","11 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2005","2005","011","11 years","113","1st class","Number",""
"EDA42","Primary Pupils","2005","2005","011","11 years","114","2nd class","Number","6"
"EDA42","Primary Pupils","2005","2005","011","11 years","115","3rd class","Number","85"
"EDA42","Primary Pupils","2005","2005","011","11 years","116","4th class","Number","1541"
"EDA42","Primary Pupils","2005","2005","011","11 years","117","5th class","Number","29441"
"EDA42","Primary Pupils","2005","2005","011","11 years","118","6th class","Number","20247"
"EDA42","Primary Pupils","2005","2005","011","11 years","121","Pupils with special needs in mainstream national schools","Number","1198"
"EDA42","Primary Pupils","2005","2005","011","11 years","122","Pupils in special national schools","Number","471"
"EDA42","Primary Pupils","2005","2005","011","11 years","130","Pupils in private primary schools","Number","859"
"EDA42","Primary Pupils","2005","2005","012","12 years","1","All first level school programmes","Number","33712"
"EDA42","Primary Pupils","2005","2005","012","12 years","11","All mainstream national school programmes","Number","31783"
"EDA42","Primary Pupils","2005","2005","012","12 years","110","All first level education institutions aided by the Department of Education and Skills","Number","33344"
"EDA42","Primary Pupils","2005","2005","012","12 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2005","2005","012","12 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2005","2005","012","12 years","113","1st class","Number",""
"EDA42","Primary Pupils","2005","2005","012","12 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2005","2005","012","12 years","115","3rd class","Number","4"
"EDA42","Primary Pupils","2005","2005","012","12 years","116","4th class","Number","58"
"EDA42","Primary Pupils","2005","2005","012","12 years","117","5th class","Number","1755"
"EDA42","Primary Pupils","2005","2005","012","12 years","118","6th class","Number","29966"
"EDA42","Primary Pupils","2005","2005","012","12 years","121","Pupils with special needs in mainstream national schools","Number","1029"
"EDA42","Primary Pupils","2005","2005","012","12 years","122","Pupils in special national schools","Number","532"
"EDA42","Primary Pupils","2005","2005","012","12 years","130","Pupils in private primary schools","Number","368"
"EDA42","Primary Pupils","2005","2005","013","13 years","1","All first level school programmes","Number","2889"
"EDA42","Primary Pupils","2005","2005","013","13 years","11","All mainstream national school programmes","Number","1966"
"EDA42","Primary Pupils","2005","2005","013","13 years","110","All first level education institutions aided by the Department of Education and Skills","Number","2868"
"EDA42","Primary Pupils","2005","2005","013","13 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2005","2005","013","13 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2005","2005","013","13 years","113","1st class","Number",""
"EDA42","Primary Pupils","2005","2005","013","13 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2005","2005","013","13 years","115","3rd class","Number","1"
"EDA42","Primary Pupils","2005","2005","013","13 years","116","4th class","Number","3"
"EDA42","Primary Pupils","2005","2005","013","13 years","117","5th class","Number","57"
"EDA42","Primary Pupils","2005","2005","013","13 years","118","6th class","Number","1905"
"EDA42","Primary Pupils","2005","2005","013","13 years","121","Pupils with special needs in mainstream national schools","Number","262"
"EDA42","Primary Pupils","2005","2005","013","13 years","122","Pupils in special national schools","Number","640"
"EDA42","Primary Pupils","2005","2005","013","13 years","130","Pupils in private primary schools","Number","21"
"EDA42","Primary Pupils","2005","2005","237","4 years and under","1","All first level school programmes","Number","26261"
"EDA42","Primary Pupils","2005","2005","237","4 years and under","11","All mainstream national school programmes","Number","24751"
"EDA42","Primary Pupils","2005","2005","237","4 years and under","110","All first level education institutions aided by the Department of Education and Skills","Number","25347"
"EDA42","Primary Pupils","2005","2005","237","4 years and under","111","Junior infants","Number","24674"
"EDA42","Primary Pupils","2005","2005","237","4 years and under","112","Senior infants","Number","77"
"EDA42","Primary Pupils","2005","2005","237","4 years and under","113","1st class","Number",""
"EDA42","Primary Pupils","2005","2005","237","4 years and under","114","2nd class","Number",""
"EDA42","Primary Pupils","2005","2005","237","4 years and under","115","3rd class","Number",""
"EDA42","Primary Pupils","2005","2005","237","4 years and under","116","4th class","Number",""
"EDA42","Primary Pupils","2005","2005","237","4 years and under","117","5th class","Number",""
"EDA42","Primary Pupils","2005","2005","237","4 years and under","118","6th class","Number",""
"EDA42","Primary Pupils","2005","2005","237","4 years and under","121","Pupils with special needs in mainstream national schools","Number","427"
"EDA42","Primary Pupils","2005","2005","237","4 years and under","122","Pupils in special national schools","Number","169"
"EDA42","Primary Pupils","2005","2005","237","4 years and under","130","Pupils in private primary schools","Number","914"
"EDA42","Primary Pupils","2005","2005","283","14 years and over","1","All first level school programmes","Number","3003"
"EDA42","Primary Pupils","2005","2005","283","14 years and over","11","All mainstream national school programmes","Number","74"
"EDA42","Primary Pupils","2005","2005","283","14 years and over","110","All first level education institutions aided by the Department of Education and Skills","Number","3003"
"EDA42","Primary Pupils","2005","2005","283","14 years and over","111","Junior infants","Number",""
"EDA42","Primary Pupils","2005","2005","283","14 years and over","112","Senior infants","Number",""
"EDA42","Primary Pupils","2005","2005","283","14 years and over","113","1st class","Number",""
"EDA42","Primary Pupils","2005","2005","283","14 years and over","114","2nd class","Number",""
"EDA42","Primary Pupils","2005","2005","283","14 years and over","115","3rd class","Number",""
"EDA42","Primary Pupils","2005","2005","283","14 years and over","116","4th class","Number",""
"EDA42","Primary Pupils","2005","2005","283","14 years and over","117","5th class","Number","2"
"EDA42","Primary Pupils","2005","2005","283","14 years and over","118","6th class","Number","72"
"EDA42","Primary Pupils","2005","2005","283","14 years and over","121","Pupils with special needs in mainstream national schools","Number","76"
"EDA42","Primary Pupils","2005","2005","283","14 years and over","122","Pupils in special national schools","Number","2853"
"EDA42","Primary Pupils","2005","2005","283","14 years and over","130","Pupils in private primary schools","Number",""
"EDA42","Primary Pupils","2005","2005","-","All ages","1","All first level school programmes","Number","455572"
"EDA42","Primary Pupils","2005","2005","-","All ages","11","All mainstream national school programmes","Number","433320"
"EDA42","Primary Pupils","2005","2005","-","All ages","110","All first level education institutions aided by the Department of Education and Skills","Number","449298"
"EDA42","Primary Pupils","2005","2005","-","All ages","111","Junior infants","Number","56591"
"EDA42","Primary Pupils","2005","2005","-","All ages","112","Senior infants","Number","57158"
"EDA42","Primary Pupils","2005","2005","-","All ages","113","1st class","Number","56131"
"EDA42","Primary Pupils","2005","2005","-","All ages","114","2nd class","Number","54865"
"EDA42","Primary Pupils","2005","2005","-","All ages","115","3rd class","Number","52436"
"EDA42","Primary Pupils","2005","2005","-","All ages","116","4th class","Number","51829"
"EDA42","Primary Pupils","2005","2005","-","All ages","117","5th class","Number","51713"
"EDA42","Primary Pupils","2005","2005","-","All ages","118","6th class","Number","52597"
"EDA42","Primary Pupils","2005","2005","-","All ages","121","Pupils with special needs in mainstream national schools","Number","9357"
"EDA42","Primary Pupils","2005","2005","-","All ages","122","Pupils in special national schools","Number","6621"
"EDA42","Primary Pupils","2005","2005","-","All ages","130","Pupils in private primary schools","Number","6274"
"EDA42","Primary Pupils","2006","2006","005","5 years","1","All first level school programmes","Number","57687"
"EDA42","Primary Pupils","2006","2006","005","5 years","11","All mainstream national school programmes","Number","56098"
"EDA42","Primary Pupils","2006","2006","005","5 years","110","All first level education institutions aided by the Department of Education and Skills","Number","57198"
"EDA42","Primary Pupils","2006","2006","005","5 years","111","Junior infants","Number","32248"
"EDA42","Primary Pupils","2006","2006","005","5 years","112","Senior infants","Number","23743"
"EDA42","Primary Pupils","2006","2006","005","5 years","113","1st class","Number","107"
"EDA42","Primary Pupils","2006","2006","005","5 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2006","2006","005","5 years","115","3rd class","Number",""
